Id,CaseNumber,Ambito__c,Categoria__c,Dettaglio_richiesta__c,Misura__c,Subject,Description,Risoluzione__c,Commenti_Ente__c,Ulteriori_informazioni_a_supporto__c,url
500bU00000cDNszQAG,01249325,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,in fase di conclusione del progetto Suap Enti Terzi non accetta il file firmato digitalmente.,"non riesco a caricare il documento firmato digitalmente. La schermata mi riporta un errore ma la firma ed il certificato sono validi.
Grazie","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDNszQAG/view
500bU00000cDiNEQA0,01249326,,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,Mancato caricamento dichiarazione firmata digitalmente per completamento attività,"Al momento del caricamento della dichiarazione 2.2.3 ""Digitalizzazione delle procedure (SUAP e [FAKE_INDIRIZZO])"" - Enti [FAKE_PERSON] -
Altri Enti firmata digitalmente dal Presidente, il sistema dà il seguente errore: Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento. In relatà il certificato di firma è valido. Si chiede pertanto come poter intervenire e risolvere il problema per consentire il completamento dell'attività entro il termine di scadenza","<p><span style=""font-family: -apple-system; font-size: 10.5pt;"">Stiamo riscontrando la presenza di un&#39;anomalia sul corretto riconoscimento della validità della scadenza del certificato di firma. Ciò premesso ti chiediamo comunque di caricare in piattaforma il documento firmato, </span><strong style=""font-family: -apple-system; font-size: 10.5pt;"">di non rimuoverlo in presenza dell’errore</strong><span style=""font-family: -apple-system; font-size: 10.5pt;""> citato e di aprire una nuova richiesta di supporto per segnalarci l’avvenuto caricamento, o rispondendo alla presente. Procederemo a verificare la causa del blocco per escludere che il documento firmato e caricato sia compromesso o modificato, al netto della firma apposta, rispetto all&#39;originale scaricato. In caso di verifica positiva, e nostro eventuale intervento di bonifica, ti forniremo riscontro e potrai proseguire. </span></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDiNEQA0/view
500bU00000cDEOWQA4,01249327,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.3.1 ANNCSU,Errore nel caricamento del documento di richiesta di finanziamento firmato digitalmente,"[FAKE_INDIRIZZO],

Vi scrivo in quanto non risulta possibile caricare nella Piattaforma PADigitale 2026 il documento di richiesta di finanziamento per la Misura 1.3.1 - PDND - ANNCSU - Comuni - maggio 2025, al tentativo di caricamento il sistema restituisce il seguente errore: Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento

Premetto di non aver aperto e salvato successivamente il file come da indicazioni contenute al link: https://padigitale2026.gov.it/supporto/domande-frequenti/utilizzo-piattaforma/quali-requisiti-caricamento-documento-firmato-p7m e che la scandeza della firma digitrale del [FAKE_INDIRIZZO] è nel 2027.

Vi ringrazio rimanendo in attesa di Suo certo cortese riscontro.

Buona giornata.","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDEOWQA4/view
500bU00000cDPm9QAG,01249328,,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,"[FAKE_PERSON] ENTI TERZI, in fase di caricamento del file  lista enti da verificare viene segnalato un errore","In fase di caricamento del file  lista enti da verificare viene segnalato il seguente errore: ""Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento"" e quindi non è possibile procedere con il completamento del bando.
In realtà la firma digitale è valida fino a febbraio 2028, come posso risolvere il problema?","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDPm9QAG/view
500bU00000cDZVgQAO,01249329,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.3.1 ANNCSU,impossibilità caricamento file Allegato 5 firmato digitalmente,"si comunica che non è possibile caricare l'allegato 5 firmato digitalmente in quanto segnala tale errore : Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento.
Si precisa che la firma non è scaduta , la versione firmata è l'ultima generata dal sistema, ho provato ad utilizzare browser diversi con lo stesso risultato","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDZVgQAO/view
500bU00000cDiyLQAS,01249330,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,errore caricamento file formato cades,"[FAKE_INDIRIZZO], nel caricamento del file [FAKE_INDIRIZZO] comunali oggetto dell'adeguamento.pdf.p7m nello step Verifica lista componenti informatiche ([FAKE_INDIRIZZO] comunali oggetto dell'adeguamento) abbiamo l'errore (in allegato) Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento, la versione è quella aggiornata ed è stata firmata in p7m","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDiyLQAS/view
500bU00000cDBECQA4,01249331,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.4.4 Adozione ANPR ANSC,impossibile caricare documento firmato digitalmente,[FAKE_INDIRIZZO] si segnala l'impossibilità di caricare il documento firmato digitalmente anche se la firma è valida,"Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDBECQA4/view
500bU00000cDJcoQAG,01249332,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.4.1 Esperienza dei servizi pubblici,Malfunzionamento piattaforma- caricamento documenti,"Vi comunichiamo che c'è un malfunzionamento della piattaforma che non ci permette di caricare i documenti firmati digitalmente (anche in formato p7m) per poter procedere all' erogazione del finanziamento. Si allegano i seguenti documenti: - Allegato 5 e Certificato di Regolare esecuzione.
Restiamo in attesa di un cortese riscontro","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDJcoQAG/view
500bU00000cDbTxQAK,01249333,,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,Caricamento in piattaforma documento firmato digitalmente e non riconosciuto causa malfunzionamento piattaforma.,Così come da [FAKE_INDIRIZZO]. istruzioni si è provveduto al caricamento in piattaforma del documento firmato e con la presente richiesta di supporto si segnala l'avvenuto caricamento del documento stesso.,"Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDbTxQAK/view
500bU00000cDUNjQAO,01249334,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.3.1 ANNCSU,FIRMA DIGITALE DEL RAPPRESENTANTE LEGALE [FAKE_INDIRIZZO],[FAKE_INDIRIZZO] CHE LA PIATTAFORMA NON ACCETTA LA FIRMA [FAKE_PERSON] LEGALE [FAKE_INDIRIZZO] CON CERTIFICATO [FAKE_INDIRIZZO]. [FAKE_INDIRIZZO] SBLOCCO DELLA PROCEDURA PER PROCEDERE ALL'INVIO DELLA RICHIESTA DI [FAKE_INDIRIZZO],"Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDUNjQAO/view
500bU00000cDJHnQAO,01249335,Amministrazione,Altro - Servizi Aggiunti,,1.4.1 Esperienza dei servizi pubblici,RICHIESTA DI INFORMAZIONI CIRCA L'UTILIZZO DELLE ECONOMIE,IN RIFERIMENTO ALL'AVVISO 1.4.1 ESPERIENZA DEI SERVIZI PUBBLICI SI CHIEDE  COME E' POSSIBILE UTILIZZARE LE ECONOMIE CHE SONO STATE REALIZZATE A CHIUSURA PROGETTO.,"<p>Gentile Vincenza, grazie per averci contattato.</p><p><br></p><p>Ti ricordiamo che l&#39;intero contributo concesso è una somma forfettaria (lump sum) che sarà erogata in un&#39;unica soluzione a seguito del perfezionamento delle attività oggetto del finanziamento come disposto dagli avvisi.</p><p><br></p><p>Considerata la natura di lump sum del contributo, lo stesso non è collegato ai costi dell’intervento. Non è infatti prevista la rendicontazione economica a costi reali (tramite fatture), bensì la rendicontazione tecnico-operativa che certifichi gli obiettivi raggiunti, come previsto dagli avvisi. </p><p><br></p><p>Se i costi dell’intervento superano il contributo concesso, la differenza è a carico dell’ente. Le risorse non utilizzate, invece, non dovranno essere restituite e non sussistono vincoli per il loro impiego, tuttavia è consigliabile adoperarlo nell’ambito della digitalizzazione.  </p><p><br></p><p>Si suggerisce, in ogni caso, di prendere visione delle &quot;Linee guida per i soggetti attuatori individuati tramite [FAKE_INDIRIZZO] pubblici a [FAKE_INDIRIZZO] sum&quot; disponibile al seguente link https://innovazione.gov.it/italia-digitale-2026/attuazione-misure-pnrr/ .</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDJHnQAO/view
500bU00000cDQNoQAO,01249336,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.4.5 Digitalizzazione degli avvisi pubblici,Caricamento allegato 5 errore,"[FAKE_INDIRIZZO], nel caricamento dell'allegato 5 per la richiesta di erogazione del contributo, il sistema restituisce il seguente errore ""Attenzione i dati inseriti nel documento non sono corretti. [FAKE_INDIRIZZO] e carica l'ultima versione aggiornata."" Come possiamo procedere? Grazie","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDQNoQAO/view
500bU00000cDR3iQAG,01249337,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,FIRMA DIGITALE DEL RAPPRESENTANTE LEGALE [FAKE_INDIRIZZO],[FAKE_INDIRIZZO] CHE LA PIATTAFORMA NON ACCETTA LA FIRMA [FAKE_PERSON] LEGALE [FAKE_INDIRIZZO] CON CERTIFICATO [FAKE_INDIRIZZO]. [FAKE_INDIRIZZO] SBLOCCO DELLA PROCEDURA PER PROCEDERE AL COMPLETAMENTO DEL PROGETTO,"Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDR3iQAG/view
500bU00000cDosPQAS,01249338,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.2 Abilitazione e facilitazione migrazione al Cloud,malfunzionamento della piattaforma,"Nella formalizzazione della rinuncia al progetto ""classificazione e cloud è stato caricato il documento sottoscritto digitalmente dal dirigente scolastico  in formato p7m ma la piattaforma segnala l'errore ""Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento""","<p>Gentile [FAKE_PERSON], grazie per averci contattato.</p><p>La tua segnalazione è stata risolta e potrai ora procedere con il completamento della procedura di rinuncia per il tuo progetto 1.2.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDosPQAS/view
500bU00000cDZqVQAW,01249339,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.4.5 Digitalizzazione degli avvisi pubblici,errore caricamento file firmato digitalmente.,"Buongiorno, sto concludendo la procedura ma mi compare un errore (che allego) quando carico il file firmato digitalmente .
Sulla piattaforma ho caricato un altro file firmato digitalemente dal [FAKE_INDIRIZZO] ma non ho avuto problemi.
La firma è valida e non è scaduta.","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDZqVQAW/view
500bU00000cDoe1QAC,01249340,Altro,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,"Progetti/2.2.3 ""Digitalizzazione delle procedure (SUAP e [FAKE_INDIRIZZO])"" - Enti [FAKE_INDIRIZZO]  quale documento  caricare ?","salve, con riferimento all'oggetto in ""Gestione del progetto - Completamento attività"", non riesco a capire quale documento caricare nell'ultimo step ""Verifica lista componenti informatiche""...avevo firmato il  file lista enti da verificare ma non è evidentemente il documento giusto anche perché viene indicato di caricare ""la richiesta firmata digitalmente"" ed il file scaricato è una dichiarazione. Attendo gentile riscontro. grazie","<p>Gentile,</p><p>facendo seguito alla recente interlocuzione telefonica per la risoluzione delle questioni evidenziate, con la presente confermiamo la nostra disponibilità per eventuali ulteriori necessità.<strong> </strong></p><p>Cordiali saluti.</p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDoe1QAC/view
500bU00000cDORVQA4,01249341,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.4.3 Adozione pagoPA,Caricamento allegato 5,"Viene evidenziato dalla piattaforma che la firma digitale non è valida, ma il certificato risulta valido fino al 11/04/2026; è stata richiesta assistenza al soggetto fornitore della firma digitale (Infocamere)","<p>[FAKE_PERSON], grazie per averci contattato.</p><p>Stiamo riscontrando la presenza di un&#39;anomalia sul corretto riconoscimento della validità della scadenza del certificato di firma. Ciò premesso ti chiediamo comunque di caricare in piattaforma l<strong>&#39;allegato 5 firmato </strong>ed il <strong>certificato di regolare esecuzione </strong>del RUP firmato digitalmente in formato <strong>P7M </strong>preferibilmente o PADES e di non rimuoverlo in presenza dell’errore citato, rispondendo a questa segnalazione od aprirne una nuova per effettuare ulteriori verifiche. </p><p>Procederemo a verificare la causa del blocco per escludere che il documento firmato e caricato sia compromesso o modificato, al netto della firma apposta, rispetto all&#39;originale scaricato. In caso di verifica positiva, e nostro eventuale intervento di bonifica, ti forniremo riscontro e potrai proseguire.</p><p><br></p><p><br></p><p><br></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDORVQA4/view
500bU00000cDJmWQAW,01249342,,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,Problema durante la fase di completamento dell'attività,"[FAKE_INDIRIZZO],

durante fase di completamento dell'attività della misura 2.2.3 ""Digitalizzazione delle procedure (SUAP e [FAKE_INDIRIZZO])"" - Enti [FAKE_INDIRIZZO],  scarico il documento, controllo la coerenza della lista e della denominazione della componente indicata , successivamente ricarico il documento firmato e mi si presenta il seguente avviso ""Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento"". non riesco così a completare il progetto. A noi la firma sul documento risulta valida.

[FAKE_INDIRIZZO]

[FAKE_PERSON]","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDJmWQAW/view
500bU00000cDn8eQAC,01249343,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.3.1 PDND,"Problematica nella conclusione del progetto, viene riconosciuta scaduta una firma digitale in corso di validità","[FAKE_INDIRIZZO], in fase di caricamento dell'Allegato 5 per la chiusura del progetto, risulta questo errore:

Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento

Il mio certificato tuttavia scade nel 2027. Si segnala la problematica per avere modo di completare il progetto. La stessa problematica si verifica nella fase di conclusione del progetto della misura 1.4.4 SPID-CIE","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDn8eQAC/view
500bU00000cDpSLQA0,01249344,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.3.1 ANNCSU,malfunzionamento piattaforma nella sezione richiesta erogazione finanziamento firmato digitalmente,"[FAKE_INDIRIZZO],
nella giornata di ieri e nella giornata odierna riscontro problematiche inerenti al caricamento della richiesta di erogazione finanziamento firmato digitalmente sia in formato cades che in formato pades.
il sistema restituisce l'errore ""Attenzione la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento""
Potete aiutarmi in merito?
grazie
[FAKE_PERSON]","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDpSLQA0/view
500bU00000cCuw4QAC,01249345,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.4.4 Adozione ANPR ANSC,RICHIESTA [FAKE_PERSON],"NEL CARICARE LA RICHIESTA DI EROGAZIONE DEL CONTRIBUTO FIRMATA DIGITALNENTE IL SISTEMA [FAKE_INDIRIZZO] IL SEGUENTE ERRORE: ""attenzione la firma non è valida per scadenza temporale o certificato scaduto""
DA CONTROLLI EFFETTUATI RISULTA TUTTO SIA REGOLARE SIA LA VALIDITA' DEL CERTIFICATO CHE L'APPOSIZIONE DELL FIRMA","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cCuw4QAC/view
500bU00000cDmm3QAC,01249346,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,[FAKE_INDIRIZZO] PROROGA [FAKE_INDIRIZZO] LA CONCLUSIONE DEL PROGETTO,"Buongiorno,
considerato che alla data odierna il nostro fornitore, Halley Informatica, non ha ancora concluso i test sulla piattaforma e quindi non sono disponibili report per la conclusione del progetto. 
Considerato che la scadenza per la conclusione del progetto è fissata al 10.01.2026  e che l'ente non ha la possibilità di concludere il progetto per tale data.
con la presente si chiede formalmente un proroga al 31.03.2026 al fine di poter ottemperare alla conclusione del progetto. 
Certi di un favorevole riscontro si porgono distinti saluti.

Responsabile del Servizio Tecnico
Cristian Romani Geometra","<p><span style=""font-size: 14px; color: rgb(36, 36, 36);"">Gentile,</span></p><p><span style=""font-size: 14px; color: rgb(36, 36, 36);"">in merito a quanto richiesto, si rappresenta che è stato pubblicato in piattaforma il Decreto ID 63283689 del Dipartimento della Funzione Pubblica, con il quale è stato prorogato il termine per la conclusione della fase di completamento attività con riguardo all&#39;Avviso Misura 2.2.3 &quot;Digitalizzazione delle procedure (SUAP e [FAKE_INDIRIZZO];, volto all&#39;adeguamento delle piattaforma SUAP. La scadenza è fissata per il giorno 16 febbraio 2026.</span></p><p><span style=""font-size: 14px; color: rgb(36, 36, 36);"">Si rimane a disposizione per ulteriori chiarimenti.</span></p><p><span style=""font-size: 14px; color: rgb(36, 36, 36);"">Cordiali saluti</span></p>",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDmm3QAC/view
500bU00000cDmRJQA0,01249348,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.4.4 Adozione ANPR ANSC,ERRORE CONTINUO FIRMA ALLEGATO 5,"[FAKE_INDIRIZZO],
con la presente per chiedervi informazioni in merito all'errore in allegato che si visualizza al momento del caricamento del file ""allegato 5"" dopo averlo firmato digitalmente (p7m).
Si riscontra l'errore su più bandi e nel nostro caso per i vari comuni gestiti dalla nostra [FAKE_INDIRIZZO].
Si chiede delucidazione in quanto fino al mese scorso non si è riscontrato il problema.

Abbiamo già provato a cambiare browser e metodi di salvataggio del documento, ma senza successo.
In attesa
un saluto","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDmRJQA0/view
500bU00000cDyLTQA0,01249349,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,Problemi con la piattaforma,"Non si riesce a fare l'upload del file firmato sia in P7m che in pades
si suggerisce di sbloccare i controlli sul file da caricare","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDyLTQA0/view
500bU00000cDs6aQAC,01249350,,Altro - Servizi Aggiunti,,1.3.1 ANNCSU,Impossibilità caricamento file in formato p7m,"A differenza di altre occasioni, stiamo trovando difficoltà nel caricare file con estensione p7m, pur seguendo la procedura consigliata, perchè la piattaforma restituisce il seguente messaggio, avendo comunque verificato da parte nostra la validità della firma digitale apposta: 
Allegato 5.p7m (p7m, 225.00KB)
Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento
Questa stessa problematica la stiamo avendo nel caricamento dell'istanza di partecipazione al bando 2.3.2","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDs6aQAC/view
500bU00000cDoWHQA0,01249351,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,2.2.3 Digitalizzazione delle procedure SUAP e SUE,Caricamento file firmato dal legale rappresentante,Il file risulta essere firmato con un certificato in corso di validità ma il sistema non lo accetta,"Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDoWHQA0/view
500bU00000cDRlfQAG,01249352,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,,1.3.1 ANNCSU,RISPOSTOA VS Richiesta ID [FAKE_PHONE],"Abbiamo caricato l'allegato 5 in errore .
Ribadiamo che anche il bottobne del CRE non si illumina.","Gentile utente, grazie per averci contattato. Ti informiamo che è stata recentemente risolta un’anomalia che non permetteva il corretto riconoscimento della validità della scadenza del certificato di firma digitale. Pertanto, ti chiediamo cortesemente di accedere in piattaforma e proseguire con la procedura guidata, ricaricando, solo se necessario, il file firmato digitalmente, e gli eventuali documenti richiesti nella sezione per completare l’istanza.",,,https://padigitale2026.lightning.force.com/lightning/r/Case/500bU00000cDRlfQAG/view
