_,Id,CaseNumber,Ambito__c,Categoria__c,Dettaglio_richiesta__c,Misura__c,Subject,Description,Risoluzione__c,Commenti_Ente__c,Ulteriori_informazioni_a_supporto__c
[Case],5007Q00000ZyToJQAV,01156666,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione pagoPA,MODIFICA LEGALE RAPPRESENTANTE,Buonasera devo revocare la domanda fatta per la misura 1.4.3 ma non mi fa inviare la revoca perchè il sistema mi dice che la firma digitale del nuovo sindaco (Pacifici Paolo) non corrisponde al legale rappresentate presente nel modello di revoca (Ercole Viri). Sull'Ipa risulta il nuovo Sindaco già da un paio di mesi...non so come fare.... è possibile chiedere anche una proroga della scadenza (30.11.2023) in modo da avere qualche giorno per risolvere questo problema? grazie .. Distinti saluti .. Maria Livia Licorni,"<p>Gentile Maria, grazie per averci contattato.</p><p>La tua segnalazione è stata risolta.</p><p>Ti informiamo che è possibile  procedere con la rinuncia, scaricando nuovamente il pdf di rinuncia, firmandolo digitalmente e caricandolo in piattaforma.</p>",,
[Case],5007Q00000ZyTouQAF,01156625,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.4.1 Esperienza dei servizi pubblici,RICHIESTA CONFERMA SULLA REGOLARITA' DELLE PROCEDURE DI CONCLUSIONE ATTIVITA' E RICHIESTA FINANZIAMENTO,"Si richiede la conferma della correttezza delle procedure finali espletate da questa amministrazione, ai fini della regolare erogazione del finanziamento:(Codice CUP D51F22003990006) 1.4.1 Esperienza del cittadino nei servizi pubblici - acquisto di servizi il cui finanziamento è stato approvato il 03/01/2023, da completarsi entro il 28/03/2024 – Budget Euro € 7.301 (CLP PRJ_141SCU0622X_001662).
Si attende riscontro
IL DSGA
Tiziana Laface","<p>Gentile Tiziana, grazie per averci contattato. Da verifiche effettuate, il CRE risulta caricato in pdf. Ti ricordiamo che il certificato di regolare esecuzione del RUP deve essere firmato digitalmente in formato p7m caricandolo nell&#39;apposita sezione &quot;Documenti RUP e altri allegati&quot;.</p><p>Soltanto a seguito di tale operazione, potrai inoltrare correttamente la richiesta di erogazione del finanziamento, firmata in p7m dal Legale Rappresentante. Una volta caricata correttamente la documentazione, il progetto passerà in verifica, cioè nella fase di asseverazione formale al termine della quale, in caso di esito positivo, sarà erogato il finanziamento. </p><p>Ti invitiamo a caricare la documentazione come sopra descritto. </p><p>Se la problematica dovesse persistere, ti preghiamo di non rimuovere il p7m dell&#39;allegato 5 anche qualora ci sia un messaggio di errore e di aprire una nuova richiesta di assistenza da area privata per segnalarci il malfunzionamento, allegando screenshot dell’errore. </p><p><br></p>",,
[Case],5007Q00000ZyTpsQAF,01156626,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione appIO,Richiesta supporto per elenco servizi non conformi,"Buonasera ho necessità di un supporto per richiedere la modifica dei servizi non conformi.
Grazie

Telefono 078345423 int. 3 o 3494442958","<p>Gentile Angelica, grazie per averci contattato. Per maggiori informazioni contattare il proprio Account manager di riferimento&quot;, ti informiamo che puoi richiedere un contatto all&#39; Account manager all’indirizzo che segue: <a href=""https://padigitale2026.gov.it/team-territoriali"" target=""_blank"">https://padigitale2026.gov.it/team-territoriali</a><span style=""font-size: inherit;"">, per un&#39;analisi di dettaglio della tua candidatura.</span></p>",,
[Case],5007Q00000ZyTrAQAV,01156627,Amministrazione,Altro - Servizi Aggiunti,Enti beneficiari,Nessuno,Fusione di due comuni,"Nel prossimo mese di gennaio 2024 la Regione Veneto delibererà l'istituzione del nuovo comune denominato ""Sovizzo"" a seguito della fusione del Comune di Sovizzo e del Comune di Gambugliano.
Si chiede come gestire i bandi PNRR non ancora chiusi dei due comuni che andranno in fusione e cosa succede se i due enti hanno rendicontato i progetti ma i fondi non sono stati ancora liquidati? 
Cordiali saluti
Antonella Vitale","<p>Gentile Antonella, grazie per averci contattato.</p><p>Ti chiediamo di inviare una comunicazione a dtd.pnrr@pec.governo.it, riportando le informazioni (nome, cod. Ipa e PEC) degli enti fusi e del nuovo. Ti suggeriamo, inoltre, di attendere riscontro.</p>",,
[Case],5007Q00000ZyU0QQAV,01156659,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.2 Abilitazione e facilitazione migrazione al Cloud,Modifica titolare effettivo,"Buongiorno con riferimento all'avviso di cui sopra avrei necessità di modificare i dati del titolare effettivo.
Cordiali saluti","<p>Gentile Patrizia, grazie per averci contattato. Ti informiamo che qualora il progetto si trovi già in fase di asseverazione formale, come nel tuo caso, non è necessario modificare le informazioni relative al titolare effettivo del Soggetto realizzatore se queste risultano corrette al momento in cui tali dati sono stati inseriti in piattaforma (step 1). Se invece le informazioni inserite in step 1 risultano errate per mero errore materiale, ti invitiamo ad aprire una nuova richiesta di assistenza al fine di indicarci la necessità di sbloccare il progetto per consentire l&#39;aggiornamento dei dati.</p>",,
[Case],5007Q00000ZyU1EQAV,01156661,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione pagoPA,variazione dati titolare effettivo,"Buongiorno con riferimento all'avviso di cui sopra avrei necessità di modificare i dati del titolare effettivo.
Cordiali saluti","<p>Gentile Patrizia, grazie per averci contattato. Ti informiamo che qualora il progetto si trovi già liquidato, come nel tuo caso, non è necessario modificare le informazioni relative al titolare effettivo del Soggetto realizzatore.</p>",,
[Case],5007Q00000ZyU1xQAF,01156662,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.5 Digitalizzazione degli avvisi pubblici,variazione dati titolare effettivo,"Buongiorno con riferimento all'avviso di cui sopra avrei necessità di modificare i dati del titolare effettivo.
Cordiali saluti","<p>Gentile Patrizia, grazie per averci contattato. Ti informiamo che al fine di poter rettificare le informazioni relative al titolare effettivo, occorre attendere alcune settimane per il completamento dei controlli automatici di conformità tecnica. Ti avviseremo quando il progetto sarà sbloccato al fine di consentirti di apportare le modifiche richieste. Ti invitiamo ad attendere.</p>",,
[Case],5007Q00000ZyU30QAF,01156663,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.3.1 PDND,modifica dati del titolare effettivo,"Buongiorno con riferimento all'avviso di cui sopra avrei necessità di modificare i dati del titolare effettivo.
Cordiali saluti","<p>Gentile Patrizia, grazie per averci contattato. Ti informiamo che qualora il progetto si trovi già in liquidazione non è necessario modificare le informazioni relative al titolare effettivo del Soggetto realizzatore.</p>",,
[Case],5007Q00000ZyUALQA3,01156664,Amministrazione,Altro - Servizi Aggiunti,Contenuti dell’avviso,1.2 Abilitazione e facilitazione migrazione al Cloud,contrattualizzazione servizio SaaS ante avviso,"stiamo per contrattualizzare un servizio saas qualificato ACN per le gare e gli appalti.
Vorremo inserirlo tra i servizi da migrare in modalità B ""Aggiornamento in sicurezza di applicazioni in Cloud."" nell'avviso Avviso Investimento 1.2 “Abilitazione al Cloud per le PA Locali ” Comuni novembre 2023
cui stiamo per presentare domanda
Nei documenti contrattuali per l'affidamento possiamo citare il CUP (che abbiamo acquisito nel precedente avviso a cui abbiamo presentato rinuncia) anche se non abbiamo ancora presentato domanda e dunque non abbiamo il decreto di finanziamento?","<p>Gentile Lorenzo, grazie per averci contattato.  Ti informiamo che si possono utilizzare i CUP già richiesti se coerenti con il nuovo progetto da inviare.</p><p>Eventualmente valutare la correzione degli importi del progetto se variati</p>",,
[Case],5007Q00000ZyUBEQA3,01156665,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione appIO,Richiesta modifica servizi - Attesa esito,Si segnala che per la richiesta di modifica inviata il 23/11 non abbiamo ancora ricevuto l'esito. Vi chiediamo riscontro in modo da poter inserire i nuovi servizi entro il 30/11 come da scadenza.,"<p><span style=""font-family: -apple-system; font-size: 10.5pt;"">Gentile Silvia, grazie per averci contattato. Ti informiamo che la richiesta di modifica progetto è stata correttamente inviata. Tuttavia, la stessa è ancora in status &quot;in valutazione&quot;. Ti invitiamo pertanto ad attendere l&#39;esito di tale valutazione e successive comunicazioni.</span></p><p><span style=""font-family: -apple-system; font-size: 10.5pt;""> </span></p><p><span style=""font-family: -apple-system; font-size: 10.5pt;"">Inoltre, ti informiamo che la card che compare in scrivania è per ricordare di compiere una delle azioni indicate nella pec di PagoPA che il tuo ente ha già effettuato. Ti invitiamo ad attendere l&#39;esito dell&#39;istanza e successivamente procedere all&#39;implementazione dei servizi. La scadenza del 30/11 è riferita al compimento di una delle azioni richieste nella PEC.</span></p>",,
[Case],5007Q00000ZyUHMQA3,01156667,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione pagoPA,Variazione Titolare Effettivo,A causa di un errore materiale e' stato indicato un titolare effettivo della ditta affidataria non corretto. Si chiede di voler autorizzare la sua modifica con il vero titolare effettivo comunicatoci dal fornitore.,"<p>Gentile Andrea, grazie per averci contattato. Ti informiamo che non è necessario modificare le informazioni relative al titolare effettivo del Soggetto realizzatore se queste risultano corrette al momento in cui tali dati sono stati inseriti in piattaforma (step 1). Qualora invece le informazioni relative al titolare effettivo del Soggetto realizzatore inserite in step 1 risultino errate per mero errore materiale, al fine di evitare un&#39;ulteriore asseverazione tecnica, ti invitiamo a procedere comunque in piattaforma con la richiesta di erogazione del finanziamento (step 5) e, successivamente, aprire una nuova richiesta di assistenza al fine di indicarci la necessità di sbloccare il progetto per consentire l&#39;aggiornamento dei dati.</p>",,
[Case],5007Q00000ZyUKCQA3,01156685,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Controlli,1.4.5 Digitalizzazione degli avvisi pubblici,stato della verifica,"Buongiorno
 sarebbe possibile avere notizie sullo stato della procedura in atto e/o relativamente al periodo di attesa?
Grazie per la cortese attenzione
 Distinti saluti","<p>Gentile Maria, grazie per averci contattato</p><p>Ti informiamo che da verifiche i progetti da te segnalati sono in verifica.</p><p>Ti informiamo che non esiste una tempistica standard per il termine della fase di verifica e non siamo in grado di fornirti ulteriori informazioni in merito alla durata di queste attività di verifica. Ti invitiamo ad attendere.</p>",,
[Case],5007Q00000ZyUKcQAN,01156690,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Contrattualizzazione fornitori,1.4.1 Esperienza dei servizi pubblici,conformità documentazione inserita,"per Vidigulfo si richiede una verifica se la documentazione inserita è completa considerata la scadenza della misura, se mancano documenti e se l'iter di inserimento dati è corretto","<p>Gentile Domenico, grazie per averci contattato. Il servizio di supporto PA Digitale 2026 non ha la competenza di pre-valutare la documentazione di partecipazione. La validità della documentazione potrà essere accertata esclusivamente in fase di asseverazione formale e controlli a campione. Ti invitiamo a contattare l’Account Manager del tuo territorio utilizzando il Form all’indirizzo che segue: <a href=""https://padigitale2026.gov.it/team-territoriali"" target=""_blank"">https://padigitale2026.gov.it/team-territoriali</a> .</p><p><br></p><p><br></p>",,
[Case],5007Q00000ZyUKlQAN,01156686,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.4 Adozione identità digitale,Cambio stato di migrazione servizio INTEGRAZIONE CIE,"Buongiorno, come da indicazione del nostro Account Manager, abbiamo verificato che per mero errore materiale, sulla candidatura presentata dal Comune si è indicato come stato di migrazione del servizio INTEGRAZIONE CIE ""Attività avviata dopo il 1° febbraio 2020 con risorse proprie"" quando, nella realtà, il servizio risulta ancora da avviare. Si chiede pertanto conferma sulla possibilità di integrare con atto ricognitivo dichiarando nel medesimo il cambio di stato di migrazione. In attesa di cortese riscontro si coglie l'occasione per porgere cordiali saluti.","<p>Gentile Maurizio, grazie per averci contattato.</p><p>Ti invitiamo ad accedere alla sezione &quot;I tuoi progetti&quot;, cliccare sul progetto di tuo interesse e nella sezione “Ulteriori documenti allegati” caricare un documento che indichi la caratteristica attuativa corretta, sottoscritto dal Rappresentante Legale dell&#39;Ente.</p><p>Ti ricordiamo che discriminante per la caratteristica attuativa (&quot;da avviare&quot; oppure &quot;già avviato&quot;) è la data di sottomissione della candidatura e che la validità della documentazione potrà essere accertata esclusivamente in fase di asseverazione formale e controlli a campione.</p>",,
[Case],5007Q00000ZyUNBQA3,01156689,Amministrazione,Altro - Servizi Aggiunti,Erogazione delle risorse,1.4.4 Adozione identità digitale,Problemi nella compilazione de CONFLITTO DI INTERESSE E DOPPIO FINANZIAMENTO,"Salve,
nella sezione 
CONFLITTO DI INTERESSE E DOPPIO FINANZIAMENTO
non posso checkare SI in quanto lo sfondo è in grigio, quindi non editabile.

Si allega screenshot.","<p>Gentile Brizio, grazie per averci contattato.</p><p> Al fine della risoluzione della problematica ti suggeriamo di verificare di aver aggiornato la sezione relativa al DNSH compilando tutti i campi obbligatori. Soltanto a seguito di tali operazioni, potrai generare il pdf della richiesta di erogazione del finanziamento.</p>","Salve,
non posso tornare indietro a modificare la sezione DNSH, che comunque non si applica a questo tipo di finanziamento e nulla ha a che fare con il CONFLITTO DI INTERESSE E DOPPIO FINANZIAMENTO.

Si chiede di risolvere quanto prima.","<p>Gentile Brizio, a parziale rettifica della risposta precedente, ti informiamo che al momento non è possibile procedere con la compilazione di tali campi della procedura di richiesta di erogazione del finanziamento. La procedura, infatti, non risulta ancora disponibile in piattaforma.</p><p>Ti suggeriamo di attendere la messa a disposizione in piattaforma della possibilità di completare la richiesta di erogazione del finanziamento.</p>"
[Case],5007Q00000ZyUSuQAN,01156691,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione appIO,Modifica servizi candidati,"In seguito alle modifiche apportate da PagoPa sui servizi candidabili per il bando 1.4.3 AppIO in relazione alle quali il comune non ha mai ricevuto la pec, l'ente vuole modificare i 19 servizi senza rinunciare al finanziamento o presentare una nuova candidatura. Sono stati individuati i nuovi servizi compatibili ma non si riesce a capire l'iter per richiedere la modifica","<p>Gentile Enrico, grazie per averci contattato. Per maggiori informazioni contattare il proprio Account manager di riferimento&quot;, ti informiamo che puoi richiedere un contatto all&#39; Account manager all’indirizzo che segue: <a href=""https://padigitale2026.gov.it/team-territoriali"" target=""_blank"">https://padigitale2026.gov.it/team-territoriali</a><span style=""font-size: inherit;"">, per un&#39;analisi di dettaglio della tua candidatura.</span></p>",,
[Case],5007Q00000ZyUd9QAF,01156692,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Rendicontazione e documenti giustificativi,1.4.5 Digitalizzazione degli avvisi pubblici,"Domanda di erogazione del Finanziamento: tasto ""Invia"" non attivo.","Salve,
a fronte dell'asseverazione positiva del progetto, siamo nella fase di richiesta di erogazione del finanziamento.

Dopo aver compilato tutti i dati richiesti dal form web, ed allegato il Certificato di Regolare Esecuzione del progetto fimrato dal RUP e l'allegato 5 firmato dal Legale Rappresentante (Sindaco), il tasto ""Invia"" di sottomissione del form rimane inattivo: è possibile verificare cosa impedisce di proseguire dato che non riceviamo errori?

Allego per semplificare il lavoro di analisi gli allegati in questione e copia della schermata Web in cui si evince lo stato del Tasto di sottomissione del form.

Ringrazio anticipatamente per un Vs gentile cenno di riscontro.

Cordiali saluti.","<p>Gentile Guglielmo, grazie per averci contattato. Da verifiche effettuate, il CRE risulta caricato in pdf. Ti ricordiamo che il certificato di regolare esecuzione del RUP deve essere firmato digitalmente in formato p7m caricandolo nell&#39;apposita sezione &quot;Documenti RUP e altri allegati&quot;.</p><p>Soltanto a seguito di tale operazione, potrai inoltrare correttamente la richiesta di erogazione del finanziamento, firmata in p7m dal Legale Rappresentante.</p><p>Se la problematica dovesse persistere, ti preghiamo di non rimuovere il p7m dell&#39;allegato 5 anche qualora ci sia un messaggio di errore e di aprire una nuova richiesta di assistenza da area privata per segnalarci il malfunzionamento, allegando screenshot dell’errore. </p>",,
[Case],5007Q00000ZyUe7QAF,01156693,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione appIO,INSERIMENTO LUOGO E DATA DI NASCITA RAPPRESENTANTE LEGALE,"BUONGIORNO
DURANTE LA COMPOSIZIONE DELLA DOMANDA DI MODIFICA PROGETTO MISURA 1.4.3. APP IO PER COMUNICARVI CHE IL SISTEMA NON CI PERMETTE DI INSERIRE IL LUOGO E DATA DI NASCITA DEL RAPPRESENTANTE LEGALE","<p>Gentile Giuseppe, grazie per averci contattato.</p><p>Ti informiamo che per proseguire è necessario aggiornare i dati del rappresentante legale, quali codice fiscale data e luogo di nascita, tramite la sezione &quot;La Mia PA&quot;, individuabile cliccando sul tuo nome in Piattaforma, presente in alto a destra nella schermata principale dell&#39;area riservata in piattaforma. Una volta completato l&#39;aggiornamento sarà possibile procedere con l&#39;istanza, scaricando nuovamente il pdf riepilogativo, firmandolo digitalmente e caricandolo in piattaforma.</p>",,
[Case],5007Q00000ZyUikQAF,01156697,Amministrazione,Altro - Servizi Aggiunti,Tempi e scadenze di realizzazione degli interventi,1.2 Abilitazione e facilitazione migrazione al Cloud,Tempi di realizzazione,"Buonasera, non riuscendo a realizare il progetto essendo impegnata con il PNR  ed essendo scaduto occorre fare la rinuncia.
Grazie","<p>Gentile Fabiola, grazie per averci contattato. </p><p>Ti informiamo che il progetto è in status &quot;rejected&quot; perché non è stata conclusa nei tempi indicati la contrattualizzazione del fornitore.</p><p>Qualora l&#39;ente fosse interessato a portare avanti il progetto Ti invitiamo pertanto ad inviare una PEC all&#39;indirizzo dtd.pnrr@pec.governo.it richiedendo una ulteriore proroga e fornendo le opportune motivazioni che hanno portato l&#39;Ente al mancato rispetto della scadenza fissata.</p>",,
[Case],5007Q00000ZyUn4QAF,01156695,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione appIO,cambio rappresentante legale,"E' cambiato il rappresentante legale dell'ente ma su IPA (per lentezze burocratiche interne) e Padigitale2026 è ancora registrato il precedente. Devo tassativamente rinunciare entro il 30/11/23 al finanziamento ottenuto sull'azione 1.4.3 AppIO, ma il documento di rinuncia prodotto dalla piattaforma ha ancora i riferimenti al precedente R.Legale: posso intanto far firmare al nuovo R.Legale e caricare il documento di rinuncia con i riferimenti del vecchio R.Legale? Per produrre invece un documento di rinuncia aggiornato, aggiornando quindi il R.Legale sulla piattaforma Padigitale2026, è meglio/più veloce che chieda al nuovo R.Legale di autenticarsi su Padigitale2026 ecc. o devo invece aggiornare IPA ed attendere che la modifica passi a Padigitale2026?
Chiedo scusa, ma mi trovo in questa urgenza.","<p>Gentile Fabio, grazie per averci contattato.</p><p>La piattaforma precarica i dati dell&#39;amministrazione presenti nella banca dati IPA. Se si riscontrano inesattezze nei dati della PA visualizzati, è necessario modificarli su IPA ( https://indicepa.gov.it/ipa-portale/ ). L’aggiornamento è a carico dell&#39;ente. Ti informiamo che per visualizzare su PA digitale 2026 i dati aggiornati a seguito di modifiche su IPA, potrebbero essere necessarie fino a 48 ore. </p><p>In caso di problemi si prega di contattare IPA via PEC all&#39;indirizzo ipa@pec-ic.agid.gov.it</p><p><br></p><p>Una volta aggiornati i dati su IPA, è necessario aggiornare i dati del rappresentante legale aggiuntivi, quali codice fiscale data e luogo di nascita, tramite la sezione &quot;La Mia PA&quot;, individuabile cliccando sul tuo nome in Piattaforma, presente in alto a destra nella schermata principale dell&#39;area riservata in piattaforma. Una volta completato l&#39;aggiornamento sarà possibile procedere con la rinuncia, scaricando nuovamente il pdf di rinuncia, firmandolo digitalmente e caricandolo in piattaforma.</p>","Grazie della risposta.
Sono riuscito a far aggiornare i dati del legale rappresentante su IPA ed aspetto quindi ora che tale aggiornamento risulti anche in PAdigitale2026.
Segnalo però che nella sezione ""La mia PA"" (vedi screenshot allegato) i dati giustamente sono ancora Intanto ancora quelli del legale rappresentante precedente, ma non risulta visibile né un campo ""luogo di nascita"", né ""codice fiscale"", né alcun modo o pulsante per modificarli. Non vorrei trovarmi domani con questo problema...",<p>Come da conversazione telefonica intercorsa in data odierna ti confermiamo che la tua segnalazione è stata risolta.</p><p>Ti informiamo pertanto a proseguire con la richiesta di rinuncia di rinuncia con i dati corretti.</p>
[Case],5007Q00000ZyUrBQAV,01156696,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,,[URGENTE] [UDM] [BUG]  Assenza dei titolari effettivi a sistema ma presenti su all. 5,"Ciao ho alcuni casi in cui non ci sono i titolari effettivi a sistema ma ci sono su allegato 5 della candidatura

es: https://padigitale2026.lightning.force.com/lightning/r/sfdo_grants__FundRqstCollaborator__c/a0b7Q0000025JTDQA2/view?ws=%2Flightning%2Fr%2Foutfunds__Funding_Request__c%2Fa037Q000002c1igQAA%2Fview

Mi fate sapere perché? Non rispondetemi ""Il tuo problema è stato risolto"" perfavore, ho bisogno di una analisi approfondita e di risposte, grazie","<p>Gentile Edoardo, grazie per averci contattato.</p><p>Ti informiamo che l&#39;ID salesforce del titolare in questione è il seguente:</p><p><span style=""font-family: Arial, Helvetica, sans-serif; font-size: 11px;"">a0b7Q0000025JTEQA2</span>. I dati del titolare non sono contenuti nel soggetto realizzatore stesso, ma bensi all&#39;interno di una riga autonoma.</p>",,
[Case],5007Q00000ZyVUhQAN,01156698,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,,Problemi con l'accesso al portale,"Buongiorno, con la presente si richiede contatto telefonico al fine di poter risolvere la problematica di accesso. Cordiali saluti il Sindaco di Cosio d'Arroscia Antonio Galante 3356437766 uffici comunali 0183327803","<p>Gentile utente, grazie per averci contattato. L&#39;utenza per Antonio Galante è stata correttamente attivata come richiesto.</p>",,
[Case],5007Q00000ZyVmcQAF,01156699,Amministrazione,Altro - Servizi Aggiunti,Enti beneficiari,,Matematica,Inparare,,,
[Case],5007Q00000Zyr2tQAB,01156707,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Controlli,1.2 Abilitazione e facilitazione migrazione al Cloud,richiesta di riapertura  richiesta integrazione n.00127786,"si chiede lo sblocco della richiesta di integrazione n 00127786 per procedere al caricamento degli atti richiesti.
cordiali saluti","<p>Gentile Roberta, grazie per averci contattato. Ti informiamo che è stata aperta una nuova richiesta cui potrai rispondere caricando la documentazione opportuna. La richiesta ha scadenza 9/12 ed è la numero <span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">00137506.</span></p>",,
[Case],5007Q00000Zyr9RQAR,01156726,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.4.3 Adozione appIO,Richiesta di variazione dei servizi,"Buongiorno, ho inviato in data 24 novembre la richiesta di variazione dei servizi, vista la scadenza imminente sono a chiedere come procedere per l'inserimento delle variazioni.
Grazie","<p><span style=""font-family: -apple-system; font-size: 10.5pt;"">Gentile Anna, grazie per averci contattato. Ti informiamo che la richiesta di modifica progetto è stata correttamente inviata. Tuttavia, la stessa è ancora in status &quot;in valutazione&quot;. Ti invitiamo pertanto ad attendere l&#39;esito di tale valutazione e successive comunicazioni.</span></p><p><span style=""font-family: -apple-system; font-size: 10.5pt;""> </span></p><p><span style=""font-family: -apple-system; font-size: 10.5pt;"">Inoltre, ti informiamo che la card che compare in scrivania è per ricordare di compiere una delle azioni indicate nella pec di PagoPA che il tuo ente ha già effettuato. Ti invitiamo ad attendere l&#39;esito dell&#39;istanza e successivamente procedere all&#39;implementazione dei servizi. La scadenza del 30/11 è riferita al compimento di una delle azioni richieste nella PEC.</span></p>",,
[Case],5007Q00000ZyrJ5QAJ,01156728,Amministrazione,Altro - Servizi Aggiunti,Erogazione delle risorse,1.2 Abilitazione e facilitazione migrazione al Cloud,stato della richiesta del finanziamento,"Buongiorno, 
chiedo delucidazione in merito allo stato del progetto suindicato, se risulta di aver effettuato in modo corretto la richiesta di finanziamento.
saluti","<p>Gentile Maria, grazie per averci contattato.</p><p>Ti confermiamo che da verifiche la richiesta di erogazione di finanziamento relativa al progetto 1.2 - Abilitazione al Cloud - Scuole - Giugno 2022 è stata recepita ed è in fase di verifica.</p><p>Sono in corso i controlli: riceverai una notifica sull&#39;esito delle verifiche.</p><p><br></p>",,
[Case],5007Q00000ZyrN5QAJ,01156700,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Controlli,1.2 Abilitazione e facilitazione migrazione al Cloud,Progetto CUP J71C23000030006,"Dopo aver asseverato il progetto, siamo in attesa del finanziamento da circa due mesi.
Come mai?
C'è qualche problema?","<p>Gentile Nicola, grazie per averci contattato.</p><p>Ti informiamo che il progetto si trova ora &quot;in verifica&quot;, cioè in fase di asseverazione formale al termine della quale, in caso di esito positivo, sarà erogato il finanziamento. Ti informiamo che non esiste una tempistica standard da fornirti per questa fase. Ti invitiamo ad attendere l&#39;esito positivo dell&#39;asseverazione od eventuali richieste di integrazione documentale, laddove necessarie. </p>",,
[Case],5007Q00000ZyrNzQAJ,01156725,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.2 Abilitazione e facilitazione migrazione al Cloud,autorizzazione a procedere,"In ottemperanza a quanto indicato dalla VS risposta ID 01154852 del 23/11/2023, si è proceduto ad allegare una dichiarazione di variazione della categoria in ""altri allegati""
Si chiede se sia già possibile procedere con l'ordine come da variazione richiesta.
In attesa di sollecito riscontro si porgono distinti saluti","<p>Gentile Antonina, grazie per averci contattato.</p><p>Ti confermiamo che è possibile procedere con tutte le attività utili per l&#39;implementazione del progetto oggetto di finanziamento.</p>",,
[Case],5007Q00000ZyrQiQAJ,01156701,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,1.4.1 Esperienza dei servizi pubblici,Erroneo abbinamento utenza- scuola,"Segnalo che la sottoscritta non risulta abbinata alla scuola di reggenza, I.P.S.S.E.O.A. ""S.P. MALATESTA"" di Rimini cod. meccanografico rnrh030001. 
La mia utenza dovrebbe essere abbinata a: 
1) scuola secondaria ""A. Bertola"" di Rimini (scuola di titolarità)
2)  I.P.S.S.E.O.A. ""S.P. MALATESTA"" di Rimini (scuola di reggenza)
Chiedo che venga invece disassociata dall'I.C. Centro Storico, in cui non sono più in servizio.","<p>Gentile Lorella, grazie per averci contattato.</p><p>Ti informiamo che da veridiche effettuate sull&#39;Istituto Professionale per i servizi alberghieri e ristorazione S.P Malatesta non risultano aggiornati dati IPA.</p><p>Pertanto occorre aggiornarli su (https://indicepa.gov.it/ipa-portale/). L’aggiornamento è a carico dell&#39;ente.</p><p>È bene ricordare che per visualizzare su PA digitale 2026 i dati aggiornati a seguito di modifiche su IPA, potrebbero essere necessarie fino a 48 ore. </p><p>Una volta recepita la modifica in piattaforma potrai registrarti come Rappresentante Legale per un nuovo istituto accendendo in piattaforma nella sezione &quot;La Mia PA&quot;, individuabile cliccando sul tasto relativo al tuo nome, presente in alto a destra nella schermata principale dell&#39;area riservata in piattaforma. Quindi cliccare sul tasto &quot;Associa nuova amministrazione&quot; per avviare la procedura guidata di registrazione per l&#39;ulteriore Istituto da gestire.</p><p>Infine ti informiamo che al fine di dissociare la tua utenza dal precedente istituto(Istituto Comprensivo Ic Centro Storico), è necessario che un nuovo utente legato al tuo precedente istituto effettui una procedura di subentro nei tuoi confronti.</p>",,
[Case],5007Q00000ZyrS1QAJ,01156704,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Classificazione Dati,1.2 Abilitazione e facilitazione migrazione al Cloud,piano di migrazione,"Buongiorno, in merito alla compilazione del piano di migrazione, selezionando dei servizi da migrare, compaiono due opzioni. Trasferimento da infrastruttura IT o aggiornamento applicazioni in cloud. Nel caso specifico della nostra amministrazione, che ha già tutti i servizi in cloud certificati Agid, quale opzione è necessario selezionare visto che stiamo valutando la migrazione presso il PSN? Inoltre, considerando che i suddetti servizi sono già in cloud non debbano essere selezionati per alcuna migrazione. Ringrazio e porgo distinti saluti.",,,
